INSTNM,CITY,STABBR,CONTROL,LATITUDE,LONGITUDE,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,MD_EARN_WNE_P10,DEBT_MDN,ADM_RATE,SAT_AVG,ACTCM50,UGDS
Case Western Reserve University,Cleveland,OH,2,41.507419,-81.609596,81533.0,64671.0,64671.0,87989.0,21488,0.2868,1501.0,34.0,6108.0
Cedarville University,Cedarville,OH,2,39.749237,-83.814692,46994.0,36078.0,36078.0,55443.0,17500,0.6282,1246.0,26.0,3815.0
Central State University,Wilberforce,OH,1,39.715787,-83.880186,22435.0,7824.0,9824.0,33267.0,13740,0.46,,,3412.0
The Christ College of Nursing and Health Sciences,Cincinnati,OH,2,39.121821,-84.509564,28126.0,16394.0,16394.0,68303.0,19500,0.5018,972.0,18.0,762.0
Cincinnati College of Mortuary Science,Cincinnati,OH,2,39.206578,-84.505604,,,,55695.0,15000,,,,101.0
University of Cincinnati-Main Campus,Cincinnati,OH,1,39.131159,-84.51428,28783.0,13570.0,30582.0,54810.0,12000,0.8767,1281.0,27.0,29094.0
Ohio Christian University,Circleville,OH,2,39.613155,-82.904885,33472.0,23700.0,23700.0,39813.0,21250,0.399,910.0,16.0,816.0
Cleveland Institute of Art,Cleveland,OH,2,41.510435,-81.602416,62966.0,47880.0,47880.0,42509.0,26500,0.5628,1156.0,23.0,560.0
Cleveland Institute of Music,Cleveland,OH,2,41.512444,-81.608878,58843.0,42500.0,42500.0,32641.0,18500,0.3818,,,193.0
Cleveland State University,Cleveland,OH,1,41.502281,-81.674355,26310.0,12613.0,17973.0,52131.0,15333,0.9548,980.0,18.0,9077.0
Columbus College of Art & Design,Columbus,OH,2,39.966074,-82.989479,52581.0,39650.0,39650.0,40664.0,20500,0.7174,,,891.0
University of Dayton,Dayton,OH,2,39.739547,-84.176113,64310.0,47600.0,47600.0,75537.0,19500,0.6165,1313.0,28.0,8099.0
Defiance College,Defiance,OH,2,41.296842,-84.357075,49447.0,38778.0,38778.0,49351.0,11000,0.4243,,,454.0
Denison University,Granville,OH,2,40.071505,-82.523272,76900.0,64000.0,64000.0,67753.0,21250,0.1693,1395.0,31.0,2398.0
The University of Findlay,Findlay,OH,2,41.053344,-83.652313,52096.0,39646.0,39646.0,56996.0,19500,0.8633,,,2240.0
Franklin University,Columbus,OH,2,39.95831,-82.990375,29433.0,9577.0,9577.0,51892.0,14238,,,,5111.0
Gods Bible School and College,Cincinnati,OH,2,39.1153,-84.505703,16574.0,7696.0,7696.0,37722.0,5500,0.6403,,,285.0
Heidelberg University,Tiffin,OH,2,41.114833,-83.168387,46640.0,33628.0,33628.0,48466.0,20500,0.6773,,,884.0
Hiram College,Hiram,OH,2,41.3107,-81.143981,38952.0,26265.0,26265.0,54311.0,19500,0.9339,,,731.0
John Carroll University,University Heights,OH,2,41.490259,-81.531224,62943.0,49100.0,49100.0,62860.0,21500,0.811,1295.0,28.0,2228.0
Kent State University at Kent,Kent,OH,1,41.146653,-81.342533,29345.0,12846.0,22316.0,45388.0,17500,0.8665,1095.0,21.0,19134.0
Kenyon College,Gambier,OH,2,40.374408,-82.397977,83800.0,69330.0,69330.0,71830.0,15000,0.3071,1440.0,32.0,1753.0
Kettering College,Kettering,OH,2,39.695052,-84.192006,26365.0,15672.0,15672.0,67492.0,19456,0.8286,1120.0,22.0,543.0
Lake Erie College,Painesville,OH,2,41.717841,-81.251817,48278.0,36032.0,36032.0,50417.0,13875,0.6412,1114.0,22.0,678.0
Lourdes University,Sylvania,OH,2,41.710009,-83.706108,42796.0,28930.0,28930.0,48150.0,19000,0.741,,,668.0
Malone University,Canton,OH,2,40.825662,-81.376863,48017.0,36120.0,36120.0,48909.0,20515,0.7558,1089.0,21.0,777.0
Marietta College,Marietta,OH,2,39.41668,-81.450045,52360.0,38974.0,38974.0,57180.0,12000,0.7862,1103.0,21.0,1035.0
Mercy College of Ohio,Toledo,OH,2,41.658319,-83.552538,26491.0,18950.0,18950.0,65409.0,15084,0.4276,961.0,17.0,982.0
Miami University-Hamilton,Hamilton,OH,1,39.377448,-84.563385,16692.0,7278.0,18847.0,55076.0,16000,,,,2025.0
Miami University-Middletown,Middletown,OH,1,39.523776,-84.35724,16559.0,7278.0,18847.0,55076.0,16000,,,,871.0
Miami University-Oxford,Oxford,OH,1,39.507757,-84.732954,37218.0,17809.0,40025.0,55076.0,16000,0.8209,1313.0,28.0,16361.0
Mount Carmel College of Nursing,Columbus,OH,2,39.956625,-83.021501,19807.0,13890.0,13890.0,75103.0,21000,0.5739,1020.0,19.0,573.0
University of Mount Union,Alliance,OH,2,40.905256,-81.111029,46890.0,35400.0,35400.0,53217.0,20500,0.801,1227.0,26.0,1785.0
Mount Vernon Nazarene University,Mount Vernon,OH,2,40.372901,-82.471074,48975.0,35524.0,35524.0,49555.0,19565,0.843,1119.0,22.0,1346.0
Mount St. Joseph University,Cincinnati,OH,2,39.095893,-84.639453,43932.0,36650.0,36650.0,51509.0,18837,0.5652,1068.0,21.0,1100.0
Muskingum University,New Concord,OH,2,39.996585,-81.737127,44615.0,31440.0,31440.0,48440.0,16750,0.8166,1016.0,19.0,1407.0
Notre Dame College,Cleveland,OH,2,41.506894,-81.516617,46641.0,32606.0,32606.0,49737.0,15750,0.8035,,,1049.0
Oberlin College,Oberlin,OH,2,41.291992,-82.216795,84230.0,64646.0,64646.0,58343.0,19500,0.3298,1440.0,32.0,2950.0
Ohio Dominican University,Columbus,OH,2,39.992764,-82.940689,45660.0,34370.0,34370.0,51748.0,16557,0.8525,1150.0,23.0,785.0
Ohio Northern University,Ada,OH,2,40.7662,-83.827441,52484.0,37800.0,37800.0,80928.0,24250,0.7335,1290.0,27.0,2386.0
Ohio State University-Lima Campus,Lima,OH,1,40.738521,-84.02384,18404.0,9212.0,34718.0,60409.0,14500,,,,656.0
Ohio State University-Main Campus,Columbus,OH,1,39.999803,-83.007525,29320.0,12859.0,38365.0,60409.0,14500,0.5082,1407.0,31.0,44617.0
Ohio University-Eastern Campus,Saint Clairsville,OH,1,40.073392,-80.976073,10263.0,6178.0,9170.0,52581.0,15332,,,,305.0
Ohio University-Lancaster Campus,Lancaster,OH,1,39.738752,-82.586069,10267.0,6178.0,9170.0,52581.0,15332,,,,657.0
Ohio University-Main Campus,Athens,OH,1,39.326798,-82.100985,28529.0,13746.0,24114.0,52581.0,15332,0.8476,1212.0,25.0,18456.0
Ohio University-Zanesville Campus,Zanesville,OH,1,39.96098,-82.031063,10960.0,6178.0,9170.0,52581.0,15332,,,,526.0
Ohio Wesleyan University,Delaware,OH,2,40.295963,-83.069757,66399.0,52357.0,52357.0,55624.0,21500,0.5067,1311.0,29.0,1450.0
Otterbein University,Westerville,OH,2,40.125327,-82.936444,47865.0,34899.0,34899.0,53313.0,20500,0.833,1220.0,25.0,2055.0
Pontifical College Josephinum,Columbus,OH,2,40.120735,-83.018829,,27829.0,27829.0,,PS,0.8333,,,45.0
Rabbinical College Telshe,Wickliffe,OH,2,41.593533,-81.485261,21900.0,17900.0,17900.0,,PS,0.8056,,,57.0
Shawnee State University,Portsmouth,OH,1,38.730867,-82.993769,22190.0,9622.0,16157.0,39596.0,12885,,,,2300.0
Franciscan University of Steubenville,Steubenville,OH,2,40.376919,-80.620524,42955.0,32630.0,32630.0,50030.0,18590,0.7223,1218.0,26.0,2775.0
Tiffin University,Tiffin,OH,2,41.118316,-83.184197,45150.0,32400.0,32400.0,35942.0,15795,0.7977,989.0,18.0,1938.0
University of Toledo,Toledo,OH,1,41.660572,-83.614714,26190.0,12377.0,21737.0,50632.0,14750,0.9483,1209.0,25.0,10244.0
Ursuline College,Pepper Pike,OH,2,41.497035,-81.465118,49537.0,37860.0,37860.0,56878.0,21938,0.8401,1140.0,24.0,630.0
The North Coast College,Lakewood,OH,3,41.484253,-81.769767,,22500.0,22500.0,30029.0,24225,,,,0.0
Walsh University,North Canton,OH,2,40.873908,-81.369931,45817.0,34595.0,34595.0,59764.0,20000,0.7818,1210.0,25.0,1294.0
Wilberforce University,Wilberforce,OH,2,39.707291,-83.880595,23450.0,14776.0,14776.0,38298.0,12000,0.5273,980.0,18.0,602.0
Wilmington College,Wilmington,OH,2,39.444744,-83.818342,41751.0,30962.0,30962.0,48491.0,14782,0.846,1042.0,20.0,924.0
Wittenberg University,Springfield,OH,2,39.934029,-83.815445,56353.0,44602.0,44602.0,54947.0,23252,0.9104,1153.0,23.0,1269.0
The College of Wooster,Wooster,OH,2,40.81046,-81.934674,73075.0,59550.0,59550.0,59629.0,21115,0.5432,1370.0,30.0,1876.0
Wright State University-Main Campus,Dayton,OH,1,39.780634,-84.064881,23255.0,11188.0,20606.0,49500.0,15854,0.9515,1086.0,21.0,6330.0
Wright State University-Lake Campus,Celina,OH,1,40.546074,-84.509194,17116.0,7504.0,16922.0,49500.0,15854,,,,984.0
Xavier University,Cincinnati,OH,2,39.149547,-84.47465,62293.0,48125.0,48125.0,64873.0,18750,0.8773,1224.0,26.0,4723.0
Youngstown State University,Youngstown,OH,1,41.104928,-80.64659,20028.0,10791.0,11151.0,41544.0,15750,0.8032,1055.0,20.0,7340.0
Bacone College,Muskogee,OK,2,35.777082,-95.334046,30407.0,15060.0,15060.0,40006.0,12832,,,,106.0
Oklahoma Wesleyan University,Bartlesville,OK,2,36.717453,-95.95671,43617.0,31466.0,31466.0,59841.0,16679,0.7703,,,663.0
Southern Nazarene University,Bethany,OK,2,35.513295,-97.629504,41972.0,29600.0,29600.0,54951.0,17337,,,,1459.0
Cameron University,Lawton,OK,1,34.606487,-98.434163,18742.0,6900.0,16320.0,40118.0,11000,,,,2534.0
University of Central Oklahoma,Edmond,OK,1,35.6552,-97.471508,25913.0,8522.0,19409.0,48351.0,13000,0.8176,1050.0,20.0,10132.0
East Central University,Ada,OK,1,34.771934,-96.663849,17559.0,8032.0,17542.0,44962.0,11250,0.6555,1019.0,19.0,2157.0
Randall University,Moore,OK,2,35.300757,-97.491107,28287.0,17322.0,17322.0,42051.0,13250,0.4481,1020.0,20.0,262.0
Langston University,Langston,OK,1,35.943982,-97.260317,21012.0,6728.0,14255.0,33261.0,11664,,,,1743.0
Northeastern State University,Tahlequah,OK,1,35.919939,-94.967229,19274.0,7513.0,16633.0,45379.0,12000,0.9921,1050.0,20.0,4636.0
Northwestern Oklahoma State University,Alva,OK,1,36.796658,-98.667673,20993.0,5970.0,11664.0,44358.0,11000,0.6643,1015.0,19.0,1468.0
Oklahoma Christian University,Edmond,OK,2,35.611412,-97.469526,38029.0,25900.0,25900.0,49203.0,18500,0.9707,1117.0,22.0,1897.0
University of Oklahoma-Health Sciences Center,Oklahoma City,OK,1,35.47928,-97.496289,,,,63126.0,15500,,,,1143.0
Oklahoma Panhandle State University,Goodwell,OK,1,36.594518,-101.638488,14356.0,7922.0,8673.0,44933.0,7500,,,,997.0
Oklahoma State University-Main Campus,Stillwater,OK,1,36.123085,-97.069743,25915.0,10234.0,25754.0,57413.0,15500,0.7093,1145.0,23.0,20814.0
Oklahoma Baptist University,Shawnee,OK,2,35.360492,-96.932459,46950.0,34050.0,34050.0,48434.0,15363,0.5568,1173.0,24.0,1292.0
Oklahoma City University,Oklahoma City,OK,2,35.495271,-97.541242,46144.0,33586.0,33586.0,54655.0,15250,0.7039,1150.0,23.0,1433.0
University of Oklahoma-Norman Campus,Norman,OK,1,35.209407,-97.444211,28833.0,9595.0,26665.0,63126.0,15500,0.7654,1239.0,26.0,21496.0
Oral Roberts University,Tulsa,OK,2,36.049129,-95.952547,47367.0,34100.0,34100.0,46885.0,20250,0.986,1183.0,24.0,3322.0
Rogers State University,Claremore,OK,1,36.321437,-95.635718,21023.0,7392.0,15176.0,43166.0,11250,,,,2552.0
University of Science and Arts of Oklahoma,Chickasha,OK,1,35.031392,-97.95641,21258.0,9000.0,20190.0,41913.0,10736,0.5577,1143.0,23.0,896.0
Southeastern Oklahoma State University,Durant,OK,1,34.006808,-96.376864,17393.0,7200.0,16410.0,45079.0,10623,0.8034,1084.0,21.0,3031.0
Southwestern Christian University,Bethany,OK,2,35.513314,-97.63934,32625.0,21316.0,21316.0,40391.0,13000,,,,351.0
Southwestern Oklahoma State University,Weatherford,OK,1,35.535281,-98.707768,22973.0,8295.0,8325.0,45744.0,11750,1.0,1050.0,20.0,3469.0
University of Tulsa,Tulsa,OK,2,36.152324,-95.945941,63093.0,48602.0,48602.0,61408.0,12500,0.5799,1325.0,28.0,2447.0
Eastern Oregon University,La Grande,OR,1,45.319795,-118.092495,24602.0,10671.0,24621.0,50112.0,13500,0.9876,,,2201.0
New Hope Christian College-Eugene,Eugene,OR,2,44.032674,-123.15355,27333.0,17620.0,17620.0,31115.0,18500,0.6563,,,45.0
George Fox University,Newberg,OR,2,45.303629,-122.967494,55456.0,40940.0,40940.0,59761.0,19500,0.9641,1170.0,23.0,2505.0
Lewis & Clark College,Portland,OR,2,45.450882,-122.669137,76690.0,62350.0,62350.0,62205.0,13644,0.7453,1321.0,29.0,2167.0
Linfield University,McMinnville,OR,2,45.201173,-123.199642,63825.0,49530.0,49530.0,78638.0,20500,0.8793,,,1642.0
Mount Angel Seminary,Saint Benedict,OR,2,45.057871,-122.775405,,29694.0,29694.0,57436.0,PS,1.0,,,28.0
Multnomah University,Portland,OR,2,45.527139,-122.575557,41851.0,30310.0,30310.0,47939.0,14394,0.4984,,,329.0
National University of Natural Medicine,Portland,OR,2,45.501931,-122.6766,,,,,15000,,,,28.0
Bushnell University,Eugene,OR,2,44.047483,-123.079754,45535.0,34740.0,34740.0,53623.0,15633,0.6636,1120.0,,533.0
Oregon Health & Science University,Portland,OR,1,45.498772,-122.686096,,,,101028.0,16625,,,,788.0
Oregon Institute of Technology,Klamath Falls,OR,1,42.257152,-121.785177,26675.0,12687.0,35592.0,72273.0,15625,0.9167,1165.0,23.0,2913.0
Oregon State University,Corvallis,OR,1,44.56395,-123.274723,29926.0,13494.0,35664.0,64010.0,15000,0.7885,,,29557.0
University of Oregon,Eugene,OR,1,44.045146,-123.075792,32636.0,15669.0,43302.0,61324.0,15000,0.8511,1257.0,27.0,19758.0
Pacific Northwest College of Art,Portland,OR,2,45.526766,-122.678182,67040.0,47126.0,47126.0,34883.0,10500,0.6854,,,412.0
Pacific University,Forest Grove,OR,2,45.521394,-123.108777,69330.0,54466.0,54466.0,60583.0,17036,0.9176,1123.0,23.0,1556.0
Portland State University,Portland,OR,1,45.511601,-122.686289,22449.0,11238.0,30138.0,57906.0,15457,0.9091,,,13619.0
University of Portland,Portland,OR,2,45.572724,-122.726691,69183.0,54900.0,54900.0,82804.0,18500,0.9539,1277.0,28.0,3104.0
Reed College,Portland,OR,2,45.480959,-122.630348,83310.0,67020.0,67020.0,62927.0,15750,0.2716,1420.0,32.0,1407.0
Southern Oregon University,Ashland,OR,1,42.185077,-122.695081,25950.0,12093.0,30723.0,49175.0,15000,0.8266,,,2911.0
Warner Pacific University,Portland,OR,2,45.506265,-122.592498,32975.0,21010.0,21010.0,55204.0,20250,0.5855,,,344.0
Corban University,Salem,OR,2,44.882399,-122.961129,50556.0,37208.0,37208.0,48917.0,17951,0.8974,,,636.0
Willamette University,Salem,OR,2,44.935457,-123.030537,62112.0,48268.0,48268.0,56911.0,18913,0.7911,1339.0,30.0,1525.0
Western Oregon University,Monmouth,OR,1,44.852235,-123.238309,23975.0,11025.0,30735.0,51815.0,15000,0.9869,1057.0,23.0,3211.0
University of Western States,Portland,OR,2,45.536519,-122.580586,,,,27382.0,PS,,,,0.0
Bryn Athyn College of the New Church,Bryn Athyn,PA,2,40.134393,-75.060808,39685.0,27804.0,27804.0,40457.0,13500,0.742,1174.0,,273.0
Albright College,Reading,PA,2,40.361351,-75.909742,44381.0,28794.0,28794.0,58700.0,23250,0.8615,,,1296.0
Allegheny College,Meadville,PA,2,41.64869,-80.147168,70614.0,54960.0,54960.0,62069.0,25017,0.5853,1292.0,29.0,1209.0
DeSales University,Center Valley,PA,2,40.539091,-75.375608,59409.0,44800.0,44800.0,61295.0,20000,0.7858,1199.0,27.0,2113.0
Alvernia University,Reading,PA,2,40.310028,-75.936754,54650.0,42810.0,42810.0,55055.0,20500,0.6232,1160.0,,2042.0
Clarks Summit University,Clarks Summit,PA,2,41.495062,-75.685472,41062.0,32400.0,32400.0,38818.0,14500,0.901,,,331.0
Arcadia University,Glenside,PA,2,40.092606,-75.163876,61240.0,48290.0,48290.0,58336.0,21852,0.7919,1210.0,28.0,1799.0
Bryn Mawr College,Bryn Mawr,PA,2,40.02736,-75.313223,79380.0,62560.0,62560.0,75217.0,21441,0.3106,1404.0,32.0,1346.0
Bucknell University,Lewisburg,PA,2,40.954317,-76.882616,79956.0,64772.0,64772.0,93807.0,23250,0.3201,1389.0,32.0,3818.0
Cabrini University,Radnor,PA,2,40.056355,-75.375263,49764.0,35815.0,35815.0,59038.0,19500,0.6919,1145.0,,645.0
Carlow University,Pittsburgh,PA,2,40.439293,-79.963448,46864.0,34502.0,34502.0,51051.0,21513,0.871,,,1336.0
Carnegie Mellon University,Pittsburgh,PA,2,40.44357,-79.941993,80514.0,63829.0,63829.0,114862.0,20250,0.114,1545.0,35.0,7187.0
Cedar Crest College,Allentown,PA,2,40.586318,-75.519221,56240.0,44934.0,44934.0,59460.0,23044,0.9913,1070.0,,857.0
Central Penn College,Summerdale,PA,3,40.3049,-76.934461,28251.0,19404.0,19404.0,45370.0,13035,0.2593,,,721.0
Chatham University,Pittsburgh,PA,2,40.448432,-79.926083,56981.0,43810.0,43810.0,52410.0,18326,0.7011,1205.0,26.0,1252.0
Chestnut Hill College,Philadelphia,PA,2,40.08678,-75.228742,57980.0,39410.0,39410.0,52015.0,20782,0.7913,,,931.0
Cheyney University of Pennsylvania,Cheyney,PA,1,39.932274,-75.529262,24881.0,10904.0,18870.0,37837.0,13000,,,,721.0
Curtis Institute of Music,Philadelphia,PA,2,39.948857,-75.170727,,6000.0,6000.0,,PS,0.0695,,,106.0
Delaware Valley University,Doylestown,PA,2,40.298659,-75.158452,58661.0,43300.0,43300.0,55838.0,17500,0.9249,1180.0,26.0,1644.0
Dickinson College,Carlisle,PA,2,40.202796,-77.197854,80329.0,63475.0,63475.0,70204.0,17294,0.4308,,,2157.0
Drexel University,Philadelphia,PA,2,39.955217,-75.190051,75167.0,60663.0,60663.0,84648.0,20204,0.7753,1337.0,30.0,13509.0
Duquesne University,Pittsburgh,PA,2,40.43589,-79.993123,63042.0,47146.0,47146.0,74742.0,23500,0.7885,1257.0,27.0,5216.0
East Stroudsburg University of Pennsylvania,East Stroudsburg,PA,1,40.99599,-75.173905,24369.0,11036.0,19002.0,56148.0,16750,0.9288,1078.0,23.0,4611.0
Eastern University,Saint Davids,PA,2,40.050448,-75.370316,53293.0,37420.0,37420.0,51655.0,18000,0.9362,,,1978.0
Elizabethtown College,Elizabethtown,PA,2,40.149236,-76.593224,49318.0,36842.0,36842.0,62399.0,26000,0.7677,1190.0,27.0,1815.0
Franklin and Marshall College,Lancaster,PA,2,40.048045,-76.319037,83184.0,68380.0,68380.0,76124.0,19000,0.3183,1394.0,31.0,1904.0
Gannon University,Erie,PA,2,42.128403,-80.087166,51236.0,37951.0,37951.0,58845.0,23031,0.767,,,2467.0
Geneva College,Beaver Falls,PA,2,40.772518,-80.321826,43064.0,33610.0,33610.0,50004.0,18907,,,,1000.0
Gettysburg College,Gettysburg,PA,2,39.836597,-77.236792,80400.0,64230.0,64230.0,71517.0,23250,0.4751,1350.0,29.0,2209.0
Gratz College,Melrose Park,PA,2,40.067206,-75.133915,,,,,PS,,,,158.0
Grove City College,Grove City,PA,2,41.1558,-80.081481,,20890.0,20890.0,,,0.734,1261.0,27.0,2221.0
Gwynedd Mercy University,Gwynedd Valley,PA,2,40.19774,-75.237224,53359.0,38310.0,38310.0,67145.0,23256,0.9361,1110.0,,1141.0
Haverford College,Haverford,PA,2,40.007452,-75.305207,84605.0,68300.0,68300.0,79966.0,12000,0.1291,1498.0,34.0,1421.0
Holy Family University,Philadelphia,PA,2,40.060581,-74.986451,38965.0,33968.0,33968.0,62235.0,21175,0.7422,1030.0,,2298.0
Immaculata University,Immaculata,PA,2,40.027981,-75.570711,45416.0,28550.0,28550.0,75701.0,19560,0.7845,1163.0,28.0,1265.0
Indiana University of Pennsylvania-Main Campus,Indiana,PA,1,40.617531,-79.159332,26405.0,11380.0,16297.0,51019.0,19995,0.912,1052.0,21.0,6893.0
Juniata College,Huntingdon,PA,2,40.500523,-78.017292,69241.0,56402.0,56402.0,56918.0,23858,0.7165,1185.0,25.0,1175.0
Keystone College,La Plume,PA,2,41.558969,-75.777456,31742.0,17850.0,17850.0,44976.0,16250,0.796,1030.0,,870.0
King's College,Wilkes-Barre,PA,2,41.250097,-75.879822,56991.0,42600.0,42600.0,59498.0,22847,0.932,1150.0,23.0,1519.0
Kutztown University of Pennsylvania,Kutztown,PA,1,40.513561,-75.783933,28876.0,11230.0,16434.0,53775.0,20000,0.9483,1170.0,,6348.0
La Roche University,Pittsburgh,PA,2,40.568615,-80.014851,45623.0,33120.0,33120.0,52341.0,19470,0.7761,1140.0,,786.0
La Salle University,Philadelphia,PA,2,40.037979,-75.153061,45046.0,35570.0,35570.0,67416.0,17500,0.8619,,,1966.0
Lafayette College,Easton,PA,2,40.69956,-75.209786,78854.0,62574.0,62574.0,91410.0,14000,0.3147,1419.0,32.0,2746.0
Lancaster Bible College,Lancaster,PA,2,40.075347,-76.287761,40813.0,29990.0,29990.0,44096.0,15000,0.9519,1161.0,21.0,1511.0
Lebanon Valley College,Annville,PA,2,40.330604,-76.514431,63990.0,50320.0,50320.0,62621.0,21000,0.7453,1190.0,,1670.0
Lehigh University,Bethlehem,PA,2,40.606822,-75.380236,77515.0,62180.0,62180.0,105584.0,19500,0.2926,1432.0,32.0,5803.0
Lincoln University,Lincoln University,PA,1,39.807723,-75.926458,27358.0,12512.0,19384.0,43167.0,22862,0.7837,984.0,22.0,1712.0
Lycoming College,Williamsport,PA,2,41.24666,-77.0,61526.0,47675.0,47675.0,56210.0,23500,0.6788,1169.0,25.0,1049.0
Marywood University,Scranton,PA,2,41.434587,-75.634142,52673.0,39570.0,39570.0,55817.0,23235,0.8371,1153.0,24.0,1821.0
Mercyhurst University,Erie,PA,2,42.10578,-80.053412,57948.0,44510.0,44510.0,47452.0,19500,0.8323,,,2217.0
Messiah University,Mechanicsburg,PA,2,40.156579,-76.988269,53939.0,40640.0,40640.0,54064.0,21911,0.7848,1214.0,26.0,2318.0
Millersville University of Pennsylvania,Millersville,PA,1,40.000337,-76.357381,27086.0,12262.0,16232.0,55246.0,17220,0.8941,1120.0,,5610.0
Misericordia University,Dallas,PA,2,41.345277,-75.971541,51023.0,38370.0,38370.0,64313.0,24854,0.8489,,,1632.0
Moore College of Art and Design,Philadelphia,PA,2,39.957078,-75.172105,68583.0,50279.0,50279.0,37839.0,20500,0.6051,1303.0,27.0,390.0
Moravian University,Bethlehem,PA,2,40.630947,-75.383638,64260.0,52000.0,52000.0,61860.0,22000,0.54,1154.0,25.0,1970.0
Mount Aloysius College,Cresson,PA,2,40.459679,-78.600898,38533.0,26156.0,26156.0,46165.0,16980,0.9041,1034.0,20.0,1123.0
Muhlenberg College,Allentown,PA,2,40.596416,-75.508502,73782.0,60240.0,60240.0,69107.0,22000,0.6401,1327.0,30.0,1777.0
Neumann University,Aston,PA,2,39.874876,-75.440022,56670.0,37300.0,37300.0,57817.0,19630,0.764,,,1574.0
Pennsylvania State University-Penn State Erie-Behrend College,Erie,PA,1,42.119417,-79.983818,32038.0,15944.0,26668.0,63435.0,19500,0.9571,1213.0,26.0,3172.0
Pennsylvania State University-Penn State New Kensington,New Kensington,PA,1,40.551056,-79.697461,27036.0,14380.0,23872.0,63435.0,19500,0.9331,1133.0,26.0,423.0
Pennsylvania State University-Penn State Shenango,Sharon,PA,1,41.235131,-80.50924,26545.0,14002.0,23310.0,63435.0,19500,0.9091,1170.0,,261.0
Pennsylvania State University-Penn State Wilkes-Barre,Dallas,PA,1,41.305602,-76.016151,24604.0,14258.0,23750.0,63435.0,19500,0.9453,1145.0,,338.0
Pennsylvania State University-Penn State Scranton,Dunmore,PA,1,41.439843,-75.621401,27126.0,15180.0,25118.0,63435.0,19500,0.9487,1190.0,,821.0
Pennsylvania State University-Penn State Lehigh Valley,Center Valley,PA,1,40.559201,-75.40267,26918.0,15180.0,25118.0,63435.0,19500,0.9421,1212.0,23.0,902.0
Pennsylvania State University-Penn State Altoona,Altoona,PA,1,40.541759,-78.409601,31725.0,15944.0,26668.0,63435.0,19500,0.9731,1163.0,24.0,2412.0
Pennsylvania State University-Penn State Beaver,Monaca,PA,1,40.678271,-80.296316,27587.0,14380.0,23872.0,63435.0,19500,0.922,1191.0,23.0,491.0
